id;name;new_id
4,53668E+14;Skyscanner;10638
5,36587E+14;Shake Shack Middle East;3318
21001247744;HSN;3010
2,30474E+14;BandNews FM Salvador;10677
1,26227E+14;Kickin Country 103.1;10735
3,18269E+11;Tendens i P1;4508
1,39964E+15;Correctiv;4189
1,22286E+15;Snopes Video;11169
1,28206E+14;The Inertia;4869
1,4603E+14;Hot Tamales;2691
1,48647E+11;Sprinklr;13302
2,85844E+14;Castello;569
1,07121E+14;Cauet;12667
53316485673;PBS SoCal;223
3,49658E+14;MLC Australia;4565
5,07261E+14;Local Memphis;12608
2,09629E+14;France Bleu Berry;9945
59829379752;99.1 WMYX;10754
2,21644E+14;Microsoft;1119
1,3457E+14;PureWow;10067
2,10122E+14;中國信託優惠情報“讚”;1281
1,439E+14;DanceOn;658
67884984384;Vodafone UK;4319
1,19721E+14;Gold104.3;12140
1,7271E+14;ESPN Radio Pittsburgh;5717
2,86074E+14;Bayer;10350
3,92027E+14;National Geographic TV;11959
1,87185E+14;Ford España;9376
3,16058E+14;MSN News;12978
4,01689E+14;KFIT;12444
2,64557E+11;ABC Goldfields-Esperance;10693
2,57E+11;105.7 The BULL;4441
5,88449E+14;RealClearBooks;11014
1,31491E+14;Entrepreneur Tech;11324
90383230869;Catch;11917
8,33905E+14;Netflix;1505
32974073100;Carrusel Deportivo;11864
1,14183E+15;Identity - Channel 4 News;3347
4,31888E+14;Bobo Frut;2929
3,64275E+14;Corona India;4835
2,07149E+14;Hyatt Regency;8462
1,17266E+14;Smucker's;5291
2,61908E+14;KLM South Africa;13864
64588666340;Haaretz.com;9309
51620603446;LEX 18;11143
2,83127E+14;Revista Qué Pasa;13211
2,80222E+14;Lidl Reisen;1087
2,85042E+14;Reboot Illinois;6730
40155181493;Toys''R''Us;12409
6,02565E+14;Curling-DCV;647
82491933861;Eggland's Best Eggs;478
12216188250;Absa;6587
1,43477E+15;ScoopWhoop Videos;9397
3,37407E+11;Claro Honduras;11736
1,42499E+14;Adairs;3396
77280186885;Auto Bild Indonesia;11755
1,26347E+14;Catlike;5275
1,76494E+14;Easy Taxi;13729
2,19929E+14;Luxury Escapes Travel;4236
1,83895E+14;Vidpresso;13286
1,20942E+14;Zodiak Online;8930
2,40696E+11;KISS FM Phoenix;12567
54971236771;NASA - National Aeronautics and Space Administration;174
5,75382E+14;CW17 Jacksonville;9587
3,8279E+14;信報財經月刊;4581
7,42303E+14;Hermès;12576
1,90061E+14;Houzz;1746
1,11928E+15;Sprinklr Brasil;10361
52487798801;KTNV Channel 13 Action News;6898
2,08842E+14;Newsner Deutsch;11608
3,3676E+11;Austrian Airlines;5962
2,43264E+14;Standard Chartered India;2285
3,6786E+14;Total;6128
2,1218E+14;Lucky Charms;963
2,03525E+14;Tigo Tanzania;11787
1,10803E+14;Marabou Danmark;905
81753537108;Direct Energie;13427
8,68877E+14;NBC Asian America;3974
1,56994E+15;PopSugar Deutschland;2429
1,42149E+15;Unilever Food Solutions España;2808
1,93853E+14;Red Bull MOBILE;2866
73563300980;The Situation Room;10954
8831006701;PAUL & JOE;13148
1,48663E+14;Starbucks Mexico;4974
2,67995E+11;Slashdot;1219
2,14026E+14;The Tab Kent;11023
2,04431E+14;DW (Français);11989
1,01751E+15;POLITICO New Jersey;9659
1,94168E+11;Fantagazzetta;8014
1,94742E+14;Bayer Carreiras;11970
84917688371;Cartoon Network;2612
25785379092;PRÜNE;4408
6,76458E+14;GazzettaWorld;4093
1,45658E+14;WD;7591
1,46942E+14;L'OCCITANE en Provence;1129
9,59283E+14;Baci Perugina;5062
1,30036E+14;Xerox;6447
4,82028E+14;TUC;5865
3,67676E+11;Univision Puerto Rico;11515
2,11359E+14;El Heraldo de México;559
1,16222E+14;Kingston Technology;6112
1,21631E+11;Invitrogen;3632
2,22192E+11;Goal Italia;5303
1,52162E+14;Hellmann's;3280
4,13481E+14;Lidl Hellas;2054
1,18878E+14;Lonely Planet AR;7549
3,98433E+14;Liberty Insurance Singapore;5712
2,0762E+11;ING Bank Türkiye;7988
3,36912E+14;Granola;10721
76283417065;L'EQUIPE;1925
2,17889E+14;Land Rover;9026
1,27237E+11;News Talk 630 & 99.7 FM WPRO;12915
5,35249E+14;Edgell Australia;1191
1,16589E+11;Club Med;6793
1,15744E+11;Sea-Doo;6034
2,71907E+11;Public News Service;6098
1,37898E+14;Lebara;12029
5,38454E+14;BuzzFeed BFF;10924
1,34956E+14;Marleylilly - Monogrammed Gifts;5777
45584556537;RÁDIO NOVA ERA;3663
4,00798E+14;Stuff México;8999
7,80431E+14;Oldham Gazette;7607
5,3127E+14;Yle Oppiminen;8102
3,38015E+14;Munchies Italia;5973
1,4625E+15;Lebara Mobile KSA;5288
15897196906;91 9 Sea FM;13316
5,7786E+14;Skyscanner;8443
2,21728E+14;الجزيرة - السودان;4828
1,14009E+14;Heart 104.9FM;12308
2,81394E+14;la Repubblica Parma;13225
1,32683E+11;Original Bomb Pop;7935
1,07783E+14;Fruittella;5461
2,24605E+14;Xerox;7635
1,39233E+14;P4 Dalarna Sveriges Radio;1959
1,95822E+14;94.3 The SHARK;3750
2,48909E+14;Zalando;12392
1,39974E+14;CBC Vancouver;8189
2,47016E+14;Westwing Maison & Décoration;13973
47864940833;The Chicago Sun-Times;980
30831788041;Alice@97.3;6894
3,76597E+11;Citi Handlowy;8057
1,60482E+15;Ford Camiones;1117
1,40433E+15;Scotiabank Uruguay;12595
1,29436E+11;reBuy;10549
1,30641E+11;Gatorade Philippines;3863
1,12373E+11;Arizona Volleyball;12170
3,82275E+14;StarTimes;5419
2,77933E+14;Garuda Indonesia;7012
4,28933E+14;Regina Vinegars;824
1,7218E+14;Café Olé;6298
92223114505;Spartanburg Herald-Journal;1383
1,37921E+14;BBC East Midlands;781
3,42498E+14;StarTimes;2069
1,34268E+14;NPO Radio 1;8048
1,24573E+14;MetroPlus Health Plan;3587
4,15614E+14;South Africa National Convention Bureau;3087
2,75956E+11;Norrländska Socialdemokraten;4379
1,13463E+14;wagamama;11202
1,65755E+14;Radar 107.5 Querétaro;3878
1,18846E+14;Sport Zone;9741
2,95426E+14;Planeta Atlântida;11079
78564012083;St. Louis Magazine;5160
1,44879E+15;Bubbaloo;12535
1,66914E+14;DN Kultur;8157
1,40138E+15;Metro Sport;12590
1,45757E+15;Rare News;12997
1,15968E+14;CyberLink;11829
6,14485E+14;China Airlines 中華航空;13888
22696870218;Holiday Inn;7037
3,1743E+14;Sputnik 日本;8034
1,26997E+11;ICRT;9491
1,59639E+14;LATAM Airlines;10075
1,1674E+14;Windows;3028
31744768821;Radio Free Asia;6361
5,95861E+14;MilchMx;13375
1,17986E+11;Tombstone Pizza;8871
5,03507E+14;Sweet;2498
1,25858E+14;C More Hockey;1023
7,47786E+14;Kat Kountry 105;6623
2,99581E+14;Jumeirah;2204
8,46621E+14;Canada Dry MX;12832
5,79468E+14;Alergon;11805
5,42294E+14;Bosch Professional Power Tools and Accessories;9752
2,19197E+14;theAudience;5965
1,58575E+15;Creators en Español;841
1,01215E+14;Tropical;933
3,46232E+11;SÜDKURIER;7523
1,73585E+14;Sol Petroleum;13551
84024879806;Bristol24/7;11618
5,05606E+14;Newcastle United -  Chronicle;12100
2,07169E+14;KFC;1981
1,5038E+14;VINCI Autoroutes;6648
1,41701E+14;Asda;11883
1,90409E+14;ChinaFile;13683
90467977508;Relentless Energy;7907
1,57763E+14;MILO Australia & New Zealand;10996
5751538558;Tidesports.com;361
5,97049E+14;Wiko;11654
1,13725E+11;C101 Rocks!!;6779
1,47688E+14;Com2uS;5061
1,36761E+11;חדשות 2;11772
22344895408;Globo Esporte;1240
61401738467;93.3 KOB-FM;4809
3,68688E+14;Northumberland Gazette;13969
1,46555E+14;Delfi.lv;5287
1,3578E+14;Total;13090
1,57055E+14;WRBL News 3 Sports;8292
68192000474;Sandals Resorts;9776
1,98666E+14;RTÉ News Now;67
20033605039;Sweet Leaf Tea;1458
1,20251E+11;Coffee-mate;11016
1,16388E+11;Mix 104.1;4036
2,18622E+11;BMX Union;12704
28953120628;Tourism Ireland;1654
3,66194E+14;HuffPost Deutschland;4521
72362670145;3BL Media;6027
1,42852E+15;The Thick;12837
1,04789E+11;Radio Emscher Lippe;11954
8,95007E+14;Kaliber i Sveriges Radio P1;7090
5,48422E+14;Organo Peru;11388
1,12434E+14;Polishop;7872
1,26105E+14;Volkswagen;2824
1,72917E+14;Lebara;8226
1,91922E+11;Starbucks Singapore;7268
1,86186E+14;Castorama Polska;9622
2,32216E+14;France Bleu Limousin;13830
2,05207E+14;UNI water;13303
1,97325E+14;Folha Mundo;12683
60725014028;L'OCCITANE en Provence;4934
1,41963E+14;SK텔레콤;904
1,51495E+14;Clemson Tigers on 247Sports;8082
5,96334E+14;Vocativ Video;4997
2,34304E+14;National Post Sports;10330
7,59028E+14;Hero Bangladesh;7134
1,43695E+11;Independent Tribune;10128
1,59169E+15;La Stampa Spettacoli;7742
4,16824E+14;Southern Cross News SA;9143
1,34958E+11;موقع قنطرة للحوار مع العالم الاسلامي;12610
1,61321E+14;97.5 The River;4533
1,80696E+14;MAGGI Kochstudio;7695
2,58516E+11;979WVOK;89
1,23864E+14;Lay's Paraguay;8425
3,53136E+14;Disneyland Today;9387
1,14089E+14;Herberger's;5042
7558451780;Orange;8049
1,28962E+14;Visit Malta;11666
2,55229E+14;National Geographic Books;13577
7,33726E+14;The News Lens 關鍵評論網 香港;9316
1,93134E+14;KVRR News;13400
1,08191E+14;MTV;1303
8,36471E+14;Microsoft Store;6841
2,90639E+14;Southeast Makers;10904
1,7643E+14;adidas;13869
2,68843E+11;WHLH 955 Hallelujah FM;2155
1,91001E+11;NRK Rogaland;10168
1,80193E+14;FOCUS Online Digital;1235
2,94261E+11;Dainik Bhaskar;13922
1,57015E+14;Avenir de l'Est;1130
3,23948E+14;Green Bay Packers on 247Sports;13282
44404734847;Edelman;13579
4,26016E+14;Kmart Australia;3834
2,07373E+14;Wiko;10820
4,22767E+14;Elite Daily Body & Mind;10835
1,81936E+14;MDR KLASSIK;7121
3,40293E+14;SicEmSports.com;1396
2,94965E+14;The Weather Channel;2786
20023441056;ooVoo;6636
1,83234E+14;97.1 Charlie FM;4817
1,19989E+14;ASCII;2341
4,98365E+11;Safaricom Limited;12778
1,0701E+14;Etisalat UAE;4304
50113907652;Radio Helsinki;11641
7,32212E+14;ASICSTIGER;5026
1,61276E+15;AM 1150 WTMP /  Classic Hip Hop;12257
1,68924E+14;Tesco CZ;4097
5,70238E+14;24 hours Vancouver;2653
1,94696E+11;Screenwest;797
1,66724E+14;Le Messager LaSalle;929
2,61187E+11;empik;11845
1,16721E+14;YOGGI;12738
1,1654E+11;WMMS;425
1,98753E+14;Fotolia;1034
1,09481E+14;CSS Versicherung;6299
4,78149E+14;カナディアン・ロッキーいいね！;1242
42129757695;Sakal Times;414
1,3184E+14;Booking.com;13615
1,6687E+11;The Source;3569
10552287399;Esurance;3537
2,4587E+14;South Australia;9799
1,85247E+14;BBC Scotland News;5905
2,73652E+14;Durex;7364
90967211556;Spark Sunderland;13890
1,0601E+14;Strauss-Group קבוצת שטראוס;8202
1,20924E+14;Philadelphia;5966
1,87117E+14;Ferrero Rocher;4803
1,55632E+15;Spectrum;2156
1,42427E+14;Billionaire Boys Club Icecream;11828
3,69976E+14;Turkish Airlines;1587
23432176102;Orville Redenbacher's;3657
13152108058;GOOD;12768
3,88706E+14;Visit Mobile;7622
7,40883E+14;Old School 105.7;8089
34888716653;VRBO - Vacation Rentals By Owner;11394
1,02287E+11;Pantaloons;5154
2,38322E+14;Go USA;9258
2,94056E+14;Festina;10938
8,57758E+14;Sweeten;8988
9,05478E+14;Lovin Manchester;1684
1,5791E+15;Breakdown;7581
1,31319E+14;AT&T Careers;6302
1,14745E+14;New Country KX 96.9;6651
8,54643E+14;Vevo;5014
1,45306E+14;Bayer;12248
6,49006E+14;Home Of SWITZ;8107
1,61441E+14;Nutella;3588
3,50671E+11;weg.de;2456
32533512985;Maxis;315
4,82807E+14;Linio;708
45783462198;Boise Weekly;5267
1,97266E+11;Sun Country 99.7 FM;3890
4,01133E+14;Mail Travel;13558
2,7092E+11;KZ103;11765
2,19367E+14;CNN Politics;3992
3,03599E+14;WDR Karriere;12460
1,62288E+15;Tarjeta Única;10192
7,77699E+14;FC Bayern - News;10983
2,22962E+14;WD;12394
6209532642;Zagat;12546
76378187097;KRON 4 News;4019
4,93906E+14;Organo Romania;7552
1,12341E+14;VivaBem;12862
8,82982E+14;Wiko;11830
5,4684E+14;BuzzFeed Español;8199
8,40113E+14;BuzzFeed DE News;7186
39935792947;IM3 Ooredoo;9475
4,10029E+14;Dandenong Journal;7963
50828189502;DoubleTree by Hilton;3377
2,94167E+14;好房網News;7588
5,38949E+14;France Bleu Elsass;6046
97489378158;Europa FM;9952
1,5644E+15;Daily Hive Calgary;3709
1,44873E+14;USC Trojans on 247Sports;2366
59220629187;Rock 'n Roll Bride;2454
2,06937E+14;Curiosity;3545
3,25388E+11;ABC 13 - WSET;13695
71966882982;Hogan;13710
6929942105;Lids;670
1,52102E+15;Magneti Marelli Tech and Racing;11912
1,63075E+14;Toronto Star Sports;13016
20370815298;Hit101.3 Sea FM Central Coast;13297
1,42812E+15;Star 106.9 FM;9689
1,75748E+14;Decathlon Belgium;9116
1,31069E+14;Nikkei Technology Online;7702
3,4302E+11;Ucell;757
3,59603E+14;Honey Maid;13198
2,14127E+14;Repubblica Sport;3214
2,18253E+14;Vodafone FreeZone;6578
2,01492E+11;P4 Kalmar Sveriges Radio;7620
3,19147E+14;Cars Insider;5575
34720779729;14 NEWS;1473
1,82034E+11;Aztec Press;6830
3,62417E+11;96.3 WDVD;5422
1,28645E+14;BBC London;1431
1,10469E+11;KLM Thailand;11235
1,94759E+11;Fotolia;4275
2,20199E+14;One America News Network;10592
1,20352E+14;Merthyr Express;859
3,96191E+14;SVT Nyheter Jämtland;1699
1,54123E+15;Sniff & Barkens;7400
33315667314;97.9 WJLB;12285
1,99247E+11;AccorHotels Group;13657
6,9168E+14;Love What Matters;4747
5,70042E+14;REDD's Africa;1080
1,00875E+14;Orange;4458
2,84462E+14;מאוחדת;6652
1,47267E+14;AM 1150 Kelowna;12946
22166130048;Ford Motor Company;8372
2,62633E+14;American Photo;9027
1,48994E+15;Crux: Keeping our finger on the Catholic pulse;11858
1,57658E+14;GIORDANO;11433
1,8204E+11;103 Jamz;8044
2,88245E+14;Showroomprive;6394
12917733282;Mass Appeal;9197
1,03497E+11;Vistaprint;11304
1,2845E+14;Vidéotron;4923
2,01225E+14;GO Sport France;4911
7,83645E+14;Activia;10918
3,93187E+14;e.on;5757
1,08018E+14;1&1 Hosting Guide;10186
28367168655;Urgent.fm;3937
1,38525E+15;Intersport Suomi;1385
1,51745E+14;SNCB Europe;4253
13642915529;Detroit Free Press;12423
1,32844E+14;Newschannel 6 KAUZ;5794
3,24183E+14;UR Engelska;6910
23227690647;Go RVing;12048
1,34643E+14;L'OCCITANE en Provence;6461
1,30113E+11;Xcel Energy;5201
91127248998;Garmin Fish & Hunt;13195
1,61465E+14;Disney Cruise Line Jobs;14063
1,01777E+11;AIDA;1014
1,58057E+14;China Southern Airlines Japan;2790
1,22283E+14;Bimbo México;13838
1,79107E+14;Facebook;1559
6,73705E+14;Stadium;8318
1,3349E+14;LAT Images;9838
4,90665E+14;Daily Dot Media;9867
10053803772;Cooking Light;10365
2,37508E+14;Crocs;9846
4,6445E+14;KOKE  FM;710
59287073074;Boston's Classic Rock, 100.7 WZLX;12352
1,44702E+14;dm drogerie markt Slovenija;6591
1,77782E+11;1420 WBSM;413
1,49348E+14;Tebs;13529
1,07093E+14;CPR Classical;10943
2,75475E+14;INTERVIEW.de;1894
1,1938E+14;Simple;3567
1,09113E+11;WALK 97.5;2970
5,35334E+14;富邦信用卡;13605
1,3101E+11;The Reading Chronicle;7449
1,56436E+14;Kansas City Chiefs on Fanatics;1485
1,04028E+14;Dakar Rally;2771
2,0145E+14;Samsung Norge;7645
1,13343E+14;Tres;13900
1,58298E+14;Canal Digital Sverige;5577
2,05605E+14;Disney World Latino;3366
4,902E+14;齊石傳播;13485
4,83204E+14;Itaucard;7667
2,24013E+14;Crocs;4484
5,9176E+14;TVN24 BiS;4150
1,0266E+14;Kcell;7444
7467565831;Detroit Bad Boys;309
2,45644E+14;ING Nederland;987
1,03422E+15;الاقتصاد - الجزيرة;3603
1,12999E+14;HK Anderson Pretzels;6825
1,72573E+14;The Hook;10448
20671129296;GAFFA Danmark;11218
3,68446E+11;Academy Sports + Outdoors;166
45317695161;Pizza 73;4162
1,05649E+15;The Clubhouse;7930
4,71784E+11;Snapdeal;4303
4,22019E+14;ALLT OM BILAR;5988
2,66806E+14;RP Viersen Nettetal Schwalmtal Brüggen Niederkrüchten;5239
1,07668E+14;Shooting Australia;9025
1,54716E+15;Globe Books;7115
1,23947E+14;Cadbury Dairy Milk;12369
62993538701;CJAD 800 Montreal;3309
3,34594E+14;台灣迪卡儂;1910
1,06412E+14;Triumph;11445
4,04804E+14;The Courier Entertainment & Arts;13325
1,42513E+15;Euronews Español;6950
27678194634;Lenovo;6432
1,51012E+14;Discover Ireland;1172
6,4943E+14;Allianz;2417
5,8112E+14;Hotel MyStays;4591
53828014368;10TV - WBNS;8776
2,94396E+14;Univision Contigo;2315
5,34736E+14;Wiko;11426
1,69264E+15;imaginBank cat;11624
3,14429E+14;Enlightened;1430
2,04236E+11;WOC 1420 AM;7737
2,76552E+14;Seven Mile Times;11436
2,58743E+11;Grazia Magazin;1241
3,61338E+14;[people. power. media];1507
2,02343E+11;Clevver;1759
1,43288E+15;The Ray Hadley Morning Show;5206
1,24521E+14;FRiENDi mobile Oman;698
1,16186E+14;Hit93.5 Dubbo;2344
9,74257E+14;My AJC;3626
3,05369E+14;Viessmann;13996
2,19223E+11;Chi-Chi's;12370
1,60817E+14;BBC Gahuza;9109
2,14878E+11;WOOLWORTHS SA;5278
4,68285E+14;All Def Digital;1566
3,44539E+14;Talk Radio 100.7;10859
1,71041E+11;Durex;1570
2,73443E+11;TUI MAGIC LIFE;7029
3,15667E+14;The Daily Share;978
7,19205E+14;Mixmag;9982
2,94964E+11;The Telegraph & Argus;2260
65741871292;Radio Arabella;9646
1,27657E+14;Do512 Family;3625
4,58862E+14;redBus;1440
1,12068E+14;Plugged In;12937
4,65001E+14;Sportbuzzer - dem Fußball sein Zuhause;1169
1,11873E+11;Air Tahiti Nui;10288
1,61023E+15;HuffPost Australia;5005
8719774366;Complex;5410
1,30783E+14;Yahoo Aviate;1373
92511562310;Kingston This Week;11570
3,98536E+14;Loavies;11813
1,53809E+14;easyJet;8780
1,28898E+14;Reuters Money;7293
4,8422E+14;HBO Nordic;11504
29593330973;ABCDIN;10329
1,06024E+14;HS Kaupunki;2873
2,77103E+14;Bugaboo;10837
4,92425E+14;BlaBlaCar;11842
1,0043E+14;Akbank;6695
1,65717E+11;U.S. Cellular;4979
2,42306E+14;ETtoday新聞雲;4841
1,67872E+11;Everyone Connects;4440
5,8901E+14;Rold Gold;8654
1,40452E+14;جميرا;1945
2,18448E+14;The Balance;5694
57447698176;IBM Careers Nordics;8545
1,08952E+14;Ooredoo Algérie;11838
4,84474E+14;Collect&Go;12054
1,17964E+14;Vi gillar olika;11229
4,12938E+14;TripAdvisor Rentals;13165
8,68164E+14;NowThis Entertainment;10359
6,78954E+14;Discover China;14025
1,25751E+14;Microsoft;1107
1,05304E+14;NESCAFÉ Dolce Gusto Argentina;6583
4,30322E+14;The Tab York;11001
3,84367E+14;Club Wyndham;8418
2,17924E+14;Samsung Bulgaria;4745
1,44338E+14;Driscoll's;7214
3,50394E+11;Giant Malaysia;8557
1,3981E+15;Coach;5116
1,1148E+14;Voss Water;8849
4,14066E+14;Thoughtful Women;2832
1,75606E+14;Mooju;5151
1,44227E+14;Daily Life;9807
1,17205E+14;442;2462
5,81962E+14;Learn Chinese;473
1,49185E+15;adidas Originals;9707
2,32748E+14;TEB'le Girişim;989
1,53176E+14;Savoteur;4260
1,90542E+14;Life Новости;8247
4,43384E+14;Carrefour UAE;9172
1,33002E+14;Bon-Ton;10764
1,08968E+14;X-BIONIC;7932
1,8696E+14;ColliShop;13398
1,15202E+14;Crocs;6662
1,62678E+14;Gilead Sciences;2913
3,42113E+14;Arnott's Shapes;3741
2,27515E+11;Yle Lahti;1531
99130419784;Tulsa World Scene;4547
2,85571E+11;Konflikt i Sveriges Radio P1;4364
2,7334E+11;電腦王阿達;7683
1,18751E+11;Gap;2164
2,74777E+14;Yle Arenan & Yle Fem;364
1,38835E+14;Kauppalehti;10491
3,23418E+11;Partner פרטנר;6149
2,52983E+14;ChietiToday;12116
1,49145E+15;The Walking Dead on ComicBook.com;3590
50240327770;Star 101.7;1755
98946450029;allAfrica.com;249
3,04841E+14;Oasap High-Street Fashion;7086
1,54344E+14;Indian Motorcycle;7070
4,70807E+14;Disney On Ice;7217
2,42304E+14;LongHorn Steakhouse Jobs;12312
1,21334E+14;WDBJ7 Outdoors;1027
2,8435E+14;Jazeera Airways;9920
2,16348E+14;Carnation Breakfast Essentials Canada;7489
5,57208E+14;Brownberry Bread;6632
71115427991;DocuSign;8715
1,42247E+15;Vagabomb;5811
3,96501E+14;The Tab Belfast;9857
3,124E+11;Cyfrowy Polsat;11534
1,42888E+15;NRK Natur;495
2,10508E+14;KTSM NewsChannel 9;10845
5,20068E+14;Polishop com.vc;6955
1,18513E+14;UTSA Roadrunners at BirdsUp.com;13649
4,81934E+14;Kaufland Polska;1112
1,73338E+15;Tonic;1817
1,48628E+14;Newsradio 600 WMT;11120
1,24626E+14;Teknisk Ukeblad;11182
1,69194E+14;Roya - رؤيا;8242
3,71642E+11;Activia;10824
2,70703E+14;Política e Governos no Facebook;10246
2,69375E+14;adidas Running;12493
1,77425E+14;Octagon;6545
1,81073E+14;Grown and Flown;1538
1,4565E+11;7-ELEVEN;7711
97486805668;105.7 EZ Rock;2868
1,45939E+14;Nederland-Rusland 2013;5403
1,45619E+14;ABB;9552
2,55714E+14;Unilever Careers;9028
7,79077E+14;Shethepeople;10599
4,59812E+14;[N.A!] Nature Addicts;1032
1,49129E+14;Ruefa;5295
1,60717E+14;Clozette.co;1575
54013055680;El Universal Online;8966
1,3525E+11;HomeGoods;9407
1,01747E+14;Tribun Medan;11867
1,82903E+11;1075 KISS FM;6491
2,76223E+14;X-BIONIC;2163
1,69492E+11;Radio Südostschweiz;11614
1,47554E+14;Land O'Lakes;8753
3,38221E+14;Virgin Mobile Colombia;7032
10744705766;KBOO Community Radio;8501
1,77963E+14;KOLR10 & Ozarks Local News;8419
12770210203;Epicurious;12397
3,74626E+14;Australia Plus Vietnam;11648
3,01187E+14;UPS;12450
3,37883E+14;Bleacher Report AUS;13415
1,02994E+14;Krispy Kreme Middle East;8861
1,53376E+14;F-Secure;4390
1,37107E+14;ידיעות אחרונות Yedioth Ahronoth;9772
3,99764E+11;McDonaldsMaroc;4700
5,00624E+14;indy100.com;6511
1,95418E+14;AppsFlyer;11562
3,56628E+14;KEYT NewsChannel 3;875
2,51243E+14;Volkswagen;11017
5,19483E+14;ASUS Republic of Gamers;12218
51076066159;106.7 KBPI;11683
1,67031E+14;Lekmer;5695
1,2412E+14;CBC Quirks;2199
48706132015;Pizza Hut El Salvador;2611
1,32477E+14;Kaufland;1536
1,46048E+14;Cuponatic;10958
4,52086E+14;GLITTY;5885
4,05241E+14;MTN Bénin;2828
2,07758E+14;Thai Airways;10080
1,45347E+15;The Upshot;11643
1,37692E+15;It's More Fun in the Philippines;5018
1,75756E+14;Tech in Asia;12926
39620343858;97.5 KMOD;13177
4,05213E+14;العربية للعود;7183
6,19441E+14;Mirror TV;5851
3,59437E+11;公視粉絲團;3571
1,98792E+14;Jaguar;7863
1,65605E+11;Purina Pro Plan for Professionals;5927
3,68069E+14;Brooks Running;7730
1,15223E+11;WDIV Local 4 / ClickOnDetroit;1415
4,32899E+14;Interjet Vacations;3971
5,21929E+14;ROI Hunter;4153
2,18546E+14;GM 2000 Magazine;3420
2,43008E+11;Maple Grove Farms;2575
2,01095E+14;Club Tomateros De Culiacan;12263
1,42165E+14;Fly Buys NZ;1993
5,10149E+14;LikeMag;11439
59062845587;Charles Schwab;63
1,02388E+11;Mouv';2961
1,15077E+14;Disney;10582
1,09121E+14;Grupo Bimbo;8254
1,25978E+14;Jif;3253
1,68106E+11;Redfoot Shoes;11516
1,35481E+11;Box Tops for Education;9176
2,10673E+14;Sage;5645
1,64522E+14;Wego;10285
4,25724E+14;Sledstore;10750
1,51486E+15;AD Magazine;945
1,24463E+14;Orange;3695
1,52413E+14;24/7 Modern Mom Media;2940
1,36021E+11;Kstar Country;13835
1,63678E+14;700 ESPN;5359
3,17483E+14;LU;2534
1,04083E+14;Elo7;4859
66510657544;KBCO;2593
2,83235E+14;FremantleMedia HQ;5752
56753558529;egoFM;2145
1,33094E+14;Golf Digest AR;4844
4,75823E+14;Netflix;10303
